GID,COND,DAY,H,HUMD,OU,PTSH,PTSV,SEAS,SPRV,STAD,SURF,TEMP,V,WDIR,WEEK,WSPD
2736,Sunny,SUN,PHI,45,42.5,31,17,2010,3.0,Lincoln Financial Field,Grass,66.0,ATL,WSW,6,12
2737,Sunny,SUN,PIT,48,37.5,28,10,2010,13.5,Heinz Field,Grass,61.0,CLE,W,6,13
2738,Partly Cloudy,SUN,HOU,53,45.0,35,31,2010,4.5,Reliant Stadium,Grass,78.0,KC,WNW,6,3
2739,Clear,SUN,TB,48,43.5,6,31,2010,-4.5,Raymond James Stadium,Grass,81.0,NO,ENE,6,9
2740,Rain,SUN,SF,72,41.5,17,9,2010,6.5,Candlestick Park,Grass,53.0,OAK,W,6,10
2741,Partly Cloudy,SUN,DEN,13,41.5,20,24,2010,-3.0,Invesco Field at Mile High,Grass,73.0,NYJ,VAR,6,4
2742,Dome,SUN,MIN,\N,44.5,24,21,2010,1.5,Mall of America Field at HHH Metrodome,FieldTurf,68.0,DAL,\N,6,\N
2743,Sunny,SN,WAS,46,44.0,24,27,2010,-3.0,FedEx Field,Grass,70.0,IND,W,6,7
2744,Clear,MN,JAC,\N,45.0,3,30,2010,-3.0,EverBank Field,Grass,70.0,TEN,SE,6,8
2745,Dome,SUN,ATL,\N,42.5,39,32,2010,3.5,Georgia Dome,AstroTurf,,CIN,\N,7,\N
2746,Partly Cloudy,SUN,CHI,65,40.0,14,17,2010,2.5,Soldier Field,Grass,67.0,WAS,SW,7,11
2747,Cloudy,SUN,TEN,39,42.5,37,19,2010,2.5,LP Field,Grass,78.0,PHI,S,7,22
2748,Partly Cloudy,SUN,KC,80,37.5,42,20,2010,9.5,Arrowhead Stadium,Grass,63.0,JAC,SSW,7,20
2749,Cloudy,SUN,MIA,84,41.0,22,23,2010,-3.0,Sun Life Stadium,Grass,80.0,PIT,ENE,7,13
2750,Dome,SUN,NO,\N,43.0,17,30,2010,13.5,Louisiana Superdome,MomentumTurf,82.0,CLE,\N,7,\N
2751,Clear,SUN,TB,62,38.0,18,17,2010,2.5,Raymond James Stadium,Grass,84.0,STL,ENE,7,9
2752,Sunny,SUN,CAR,57,35.5,23,20,2010,-3.0,Bank of America Stadium,Grass,75.0,SF,SSW,7,9
2753,Partly Sunny,SUN,BAL,52,40.0,37,34,2010,13.0,M&T Bank Stadium,MomentumTurf,70.0,BUF,SW,7,5
2754,Cloudy,SUN,SEA,\N,40.5,22,10,2010,6.5,Qwest Field,FieldTurf,52.0,ARI,SSE,7,12
2755,Sunny,SUN,SD,68,47.5,20,23,2010,2.5,Qualcomm Stadium,Grass,69.0,NE,W,7,7
2756,Mostly Cloudy,SUN,DEN,23,41.5,14,59,2010,8.5,Invesco Field at Mile High,Grass,63.0,OAK,NW,7,9
2757,Cloudy,SN,GB,96,44.0,28,24,2010,2.5,Lambeau Field,DD GrassMaster,58.0,MIN,S,7,4
2758,Cloudy,MN,DAL,49,44.5,35,41,2010,3.0,Cowboys Stadium,AstroTurf,84.0,NYG,S,7,20
2759,Sunny,SUN,CIN,57,43.5,14,22,2010,1.5,Paul Brown Stadium,FieldTurf,54.0,MIA,N,8,11
2760,Closed Roof,SUN,DAL,\N,42.5,17,35,2010,6.5,Cowboys Stadium,AstroTurf,,JAC,\N,8,\N
2761,Dome,SUN,DET,\N,45.0,37,25,2010,2.5,Ford Field,FieldTurf,68.0,WAS,\N,8,\N
2762,Partly Sunny,SUN,KC,60,46.0,13,10,2010,7.5,Arrowhead Stadium,Grass,51.0,BUF,E,8,13
2763,Dome,SUN,STL,\N,37.0,20,10,2010,3.0,Edward Jones Dome,AstroTurf,,CAR,\N,8,\N
2764,Clear,SUN,NYJ,41,42.5,0,9,2010,6.0,The New Meadowlands Stadium,FieldTurf,57.0,GB,NW,8,19
2765,Mostly Cloudy,SUN,SF,\N,42.0,24,16,2010,1.5,Wembley Stadium,Grass,54.0,DEN,NNE,8,6
2766,Sunny,SUN,SD,65,44.0,33,25,2010,3.5,Qualcomm Stadium,Grass,65.0,TEN,NW,8,10
2767,Closed Roof,SUN,ARI,\N,39.5,35,38,2010,3.0,University of Phoenix Stadium,Grass,,TB,\N,8,\N
2768,Partly Cloudy,SUN,NE,\N,44.0,28,18,2010,5.0,Gillette Stadium,FieldTurf,49.0,MIN,NW,8,22
2769,Sunny,SUN,OAK,60,42.0,33,3,2010,2.5,Oakland -Alemeda County Coliseum,Grass,66.0,SEA,W,8,5
2770,Dome,SN,NO,\N,44.0,20,10,2010,1.0,Louisiana Superdome,MomentumTurf,74.0,PIT,\N,8,\N
2771,Closed Roof,MN,IND,\N,50.0,30,17,2010,5.5,Lucas Oil Stadium,AstroTurf,,HOU,\N,8,\N
2772,Dome,SUN,ATL,\N,44.0,27,21,2010,8.5,Georgia Dome,AstroTurf,,TB,\N,9,\N
2773,Closed Roof,SUN,BUF,\N,40.5,19,22,2010,-3.0,Rogers Centre,AstroTurf,,CHI,\N,9,\N
2774,Sunny,SUN,CLE,\N,43.0,34,14,2010,-4.5,Cleveland Browns Stadium,Grass,43.0,NE,NW,9,13
2775,Dome,SUN,DET,\N,42.0,20,23,2010,-4.0,Ford Field,FieldTurf,68.0,NYJ,\N,9,\N
2776,Sunny,SUN,CAR,33,42.0,3,34,2010,-7.0,Bank of America Stadium,Grass,50.0,NO,N,9,7
2777,Partly Cloudy,SUN,BAL,38,40.5,26,10,2010,5.0,M&T Bank Stadium,MomentumTurf,50.0,MIA,NW,9,11
2778,Closed Roof,SUN,HOU,\N,50.0,23,29,2010,-3.0,Reliant Stadium,Grass,,SD,\N,9,\N
2779,Dome,SUN,MIN,\N,40.5,27,24,2010,8.0,Mall of America Field at HHH Metrodome,FieldTurf,68.0,ARI,\N,9,\N
2780,Partly Sunny,SUN,SEA,\N,41.0,7,41,2010,-7.0,Qwest Field,FieldTurf,55.0,NYG,S,9,15
2781,Partly Cloudy,SUN,PHI,34,46.5,26,24,2010,3.0,Lincoln Financial Field,Grass,52.0,IND,NNW,9,18
2782,Cloudy,SUN,OAK,82,40.5,23,20,2010,1.0,Oakland-Alameda County Coliseum,Grass,62.0,KC,W,9,9
2783,Clear,SN,GB,62,45.5,45,7,2010,7.5,Lambeau Field,DD GrassMaster,43.0,DAL,S,9,3
2784,Clear,MN,CIN,65,41.0,21,27,2010,-4.5,Paul Brown Stadium,FieldTurf,44.0,PIT,SW,9,2
2785,Dome,THU,ATL,\N,43.5,26,21,2010,1.0,Georgia Dome,FieldTurf,,BAL,\N,10,\N
2786,Cloudy,SUN,BUF,36,44.0,14,12,2010,3.0,Ralph Wilson Stadium,AstroPlay,58.0,DET,SSW,10,12
2787,Partly Cloudy,SUN,CHI,57,40.5,27,13,2010,-1.0,Soldier Field,Grass,44.0,MIN,WSW,10,22
2788,Cloudy,SUN,CLE,77,37.5,20,26,2010,-3.0,Cleveland Browns Stadium,Grass,46.0,NYJ,W,10,17
2789,Mostly Sunny,SUN,IND,51,47.0,23,17,2010,7.0,Lucas Oil Stadium,AstroTurf,46.0,CIN,W,10,15
2790,Fair,SUN,MIA,46,43.0,29,17,2010,-1.0,Sun Life Stadium,Grass,79.0,TEN,NE,10,9
2791,Sunny,SUN,TB,57,37.0,31,16,2010,7.0,Raymond James Stadium,Grass,73.0,CAR,N,10,7
2792,Chance Rain,SUN,JAC,50,49.5,31,24,2010,1.5,EverBank Field,Grass,70.0,HOU,ENE,10,5
2793,Partly Cloudy,SUN,DEN,34,43.0,49,29,2010,-1.0,Invesco Field at Mile High,Grass,43.0,KC,N,10,6
2794,Clear,SUN,NYG,45,45.5,20,33,2010,13.5,New Meadowlands Stadium,FieldTurf,60.0,DAL,SE,10,8
2795,Closed Roof,SUN,ARI,\N,41.5,18,36,2010,3.0,University of Phoenix Stadium,Grass,,SEA,\N,10,\N
2796,Sunny,SUN,SF,50,38.0,23,20,2010,6.0,Candlestick Park,Grass,74.0,STL,N,10,5
2797,Cloudy,SN,PIT,86,45.0,26,39,2010,4.5,Heinz Field,Grass,49.0,NE,SW,10,8
2798,Cloudy,MN,WAS,67,42.5,28,59,2010,-3.0,FedEx Field,Grass,52.0,PHI,N,10,3
2799,Clear,THU,MIA,77,40.0,0,16,2010,2.5,Sun Life Stadium,Grass,75.0,CHI,N,11,8
2800,Fair,SUN,CIN,56,42.5,31,49,2010,5.5,Paul Brown Stadium,FieldTurf,65.0,BUF,SSW,11,16
2801,Closed Roof,SUN,DAL,\N,46.5,35,19,2010,6.5,Cowboys Stadium,,,DET,\N,11,\N
2802,Sunny,SUN,NYJ,37,45.5,30,27,2010,7.0,New Meadowlands Stadium,FieldTurf,46.0,HOU,NNE,11,1
2803,Partly Cloudy,SUN,PIT,62,41.5,35,3,2010,7.5,Heinz Field,Grass,57.0,OAK,SSE,11,9
2804,Sunny,SUN,CAR,43,37.5,13,37,2010,-11.0,Bank of America Stadium,Grass,65.0,BAL,SSW,11,6
2805,Clear,SUN,JAC,47,43.0,24,20,2010,1.5,EverBank Field,Grass,76.0,CLE,E,11,8
2806,Sunny,SUN,TEN,53,44.0,16,19,2010,7.0,LP Field,Grass,66.0,WAS,SW,11,12
2807,Cloudy,SUN,KC,65,44.0,31,13,2010,8.5,Arrowhead Stadium,Grass,66.0,ARI,SW,11,25
2808,Dome,SUN,MIN,\N,44.0,3,31,2010,-3.0,Mall of America Field at HHH Metrodome,FieldTurf,68.0,GB,\N,11,\N
2809,Dome,SUN,NO,\N,44.0,34,19,2010,11.5,Louisiana Superdome,MomentumTurf,77.0,SEA,\N,11,\N
2810,Dome,SUN,STL,\N,43.0,17,34,2010,-3.0,Edward Jones Dome,AstroTurf,,ATL,\N,11,\N
2811,Cloudy,SUN,SF,65,41.5,0,21,2010,3.5,Candlestick Park,Grass,54.0,TB,W,11,25
2812,Sunny,SUN,NE,\N,50.0,31,28,2010,4.0,Gillette Stadium,FieldTurf,37.0,IND,E,11,6
2813,Partly Cloudy,SN,PHI,68,48.0,27,17,2010,3.0,Lincoln Financial Field,Grass,45.0,NYG,ESE,11,7
2814,Partly Cloudy,MN,SD,69,50.5,35,14,2010,10.0,Qualcomm Stadium,Grass,55.0,DEN,W,11,5
2815,Dome,THU,DET,\N,50.5,24,45,2010,-7.0,Ford Field,FieldTurf,68.0,NE,\N,12,\N
2816,Closed Roof,THU,DAL,\N,48.5,27,30,2010,-4.5,Cowboys Stadium,,,NO,\N,12,\N
2817,Cloudy,THU,NYJ,87,43.5,26,10,2010,10.0,The New Meadowlands Stadium,FieldTurf,39.0,CIN,S,12,6
2818,Dome,SUN,ATL,\N,47.5,20,17,2010,2.0,Georgia Dome,FieldTurf,55.0,GB,\N,12,\N
2819,Cloudy,SUN,BUF,78,43.5,16,19,2010,-6.5,Ralph Wilson Stadium,AstroPlay,36.0,PIT,WSW,12,13
2820,Partly Cloudy,SUN,CHI,57,42.0,31,26,2010,-3.5,Soldier Field,Grass,45.0,PHI,SSE,12,16
2821,Sunny,SUN,CLE,\N,37.5,24,23,2010,10.0,Cleveland Browns Stadium,Grass,39.0,CAR,N,12,9
2822,Sunny,SUN,NYG,43,44.5,24,20,2010,7.0,New Meadowlands Stadium,FieldTurf,43.0,JAC,N,12,6
2823,Sunny,SUN,WAS,44,43.0,13,17,2010,1.0,FedEx Field,Grass,47.0,MIN,SW,12,5
2824,Clear,SUN,BAL,37,42.0,17,10,2010,7.5,M&T Bank Stadium,MomentumTurf,48.0,TB,ESE,12,3
2825,Closed Roof,SUN,HOU,\N,45.5,20,0,2010,6.5,Reliant Stadium,Grass,,TEN,\N,12,\N
2826,Sunny,SUN,SEA,\N,44.5,24,42,2010,-2.5,Qwest Field,FieldTurf,43.0,KC,SW,12,1
2827,Sunny,SUN,OAK,49,42.0,17,33,2010,3.0,Oakland-Alameda County Coliseum,Grass,54.0,MIA,NW,12,10
2828,Mostly Cloudy,SUN,DEN,23,44.5,33,36,2010,3.5,Invesco Field at Mile High,Grass,45.0,STL,W,12,12
2829,Clear,SN,IND,67,51.5,14,36,2010,3.0,Lucas Oil Stadium,AstroTurf,38.0,SD,ESE,12,8
2830,Closed Roof,MN,ARI,\N,40.0,6,27,2010,-1.0,University of Phoenix Stadium,Grass,,SF,\N,12,\N
2831,Partly Cloudy,THU,PHI,55,51.0,34,24,2010,8.0,Lincoln Financial FIeld,Grass,36.0,HOU,WNW,13,5
2832,Cloudy,SUN,CIN,68,45.5,30,34,2010,-6.5,Paul Brown Stadium,FieldTurf,32.0,NO,WNW,13,12
2833,Dome,SUN,DET,\N,43.5,20,24,2010,-4.5,Ford Field,FieldTurf,68.0,CHI,\N,13,\N
2834,Cloudy,SUN,GB,60,41.0,34,16,2010,9.5,Lambeau Field,DD GrassMaster,26.0,SF,NW,13,16
2835,Cloudy,SUN,TEN,70,43.5,6,17,2010,3.0,LP Field,Grass,35.0,JAC,N,13,11
2836,Sunny,SUN,KC,55,48.5,10,6,2010,9.0,Arrowhead Stadium,Grass,26.0,DEN,NNW,13,8
2837,Clear,SUN,MIA,52,43.0,10,13,2010,5.0,Sun Life Stadium,Grass,76.0,CLE,W,13,10
2838,Dome,SUN,MIN,\N,44.5,38,14,2010,5.5,Mall of America Field at HHH Metrodome,FieldTurf,68.0,BUF,\N,13,\N
2839,Mostly Cloudy,SUN,NYG,51,43.0,31,7,2010,7.0,New Meadowlands Stadium,FieldTurf,33.0,WAS,NW,13,17
2840,Sunny,SUN,TB,53,44.5,24,28,2010,-3.0,Raymond James Stadium,Grass,72.0,ATL,NW,13,9
2841,Sunny,SUN,SD,39,45.0,13,28,2010,13.0,Qualcomm Stadium,Grass,67.0,OAK,NNE,13,5
2842,Cloudy,SUN,SEA,\N,40.0,31,14,2010,5.5,Qwest Field,FieldTurf,45.0,CAR,NE,13,6
2843,Closed Roof,SUN,ARI,\N,43.0,6,19,2010,-3.5,University Of Phoenix,Grass,67.0,STL,\N,13,\N
2844,Closed Roof,SUN,IND,\N,47.5,35,38,2010,5.5,Lucas Oil Stadium,AstroTurf,,DAL,\N,13,\N
2845,Partly Cloudy,SN,BAL,48,39.5,10,13,2010,3.0,M&T Bank Stadium,MomentumTurf,35.0,PIT,W,13,24
2846,Flurries,MN,NE,\N,45.5,45,3,2010,3.5,Gillette Stadium,FieldTurf,27.0,NYJ,W,13,20
2847,Clear,THU,TEN,46,46.0,28,30,2010,-3.5,LP Field,Grass,35.0,IND,S,14,6
2848,Rain,SUN,BUF,95,39.0,13,6,2010,1.0,Ralph Wilson Stadium,AstroPlay,36.0,CLE,NE,14,6
2849,Snow,SUN,CHI,81,39.5,7,36,2010,-3.0,Soldier Field,Grass,26.0,NE,NNW,14,30
2850,Dome,SUN,DET,\N,46.0,7,3,2010,-6.5,Ford Field,FieldTurf,68.0,GB,\N,14,\N
2851,Light Rain,SUN,PIT,89,39.5,23,7,2010,8.5,Heinz Field,Grass,37.0,CIN,SSE,14,8
2852,Rain,SUN,WAS,96,41.0,16,17,2010,-2.0,FedEx Field,Grass,43.0,TB,SSW,14,5
2853,Cloudy,SUN,CAR,94,42.5,10,31,2010,-7.5,Bank of America Stadium,Grass,44.0,ATL,SW,14,14
2854,Chance Rain,SUN,JAC,86,42.5,38,31,2010,4.0,EverBank Field,Grass,54.0,OAK,SW,14,15
2855,Cloudy,SUN,SF,90,41.5,40,21,2010,5.5,Candlestick Park,Grass,55.0,SEA,E,14,3
2856,Dome,SUN,NO,\N,47.0,31,13,2010,9.0,Louisiana Superdome,MomentumTurf,50.0,STL,\N,14,\N
2857,Cloudy,SUN,NYJ,83,39.5,6,10,2010,5.0,The New Meadowlands Stadium,FieldTurf,53.0,MIA,SSE,14,8
2858,Closed Roof,SUN,ARI,\N,42.5,43,13,2010,-4.5,University of Phoenix Stadium,Grass,,DEN,\N,14,\N
2859,Sunny,SUN,SD,22,46.5,31,0,2010,7.0,Qualcomm Stadium,Grass,86.0,KC,WNW,14,5
2860,Closed Roof,SN,DAL,\N,50.5,27,30,2010,-3.5,Cowboys Stadium,,,PHI,\N,14,\N
2861,Dome,MN,MIN,\N,43.0,3,21,2010,-3.0,Ford Field,FieldTurf,68.0,NYG,\N,14,\N
2862,Closed Roof,MN,HOU,\N,46.0,28,34,2010,-3.0,Reliant Stadium,Grass,,BAL,\N,14,\N
2863,Partly Cloudy,THU,SD,69,44.5,34,7,2010,10.0,Qualcomm Stadium,Grass,56.0,SF,W,15,7
2864,Partly Cloudy,SUN,CIN,59,40.0,19,17,2010,1.0,Paul Brown Stadium,FieldTurf,28.0,CLE,WSW,15,8
2865,Closed Roof,SUN,DAL,\N,45.5,33,30,2010,7.0,Cowboys Stadium,AstroTurf,,WAS,\N,15,\N
2866,Sunny,SUN,TEN,56,47.5,31,17,2010,1.0,LP Field,Grass,36.0,HOU,NNE,15,4
2867,Closed Roof,SUN,IND,\N,48.0,34,24,2010,4.5,Lucas Oil Stadium,AstroTurf,,JAC,\N,15,\N
2868,Dome,SUN,STL,\N,43.5,13,27,2010,1.5,Edward Jones Dome,AstroTurf,,KC,\N,15,\N
2869,Cloudy,SUN,MIA,74,40.0,14,17,2010,5.5,Sun Life Stadium,Grass,67.0,BUF,NW,15,18
2870,Foggy,SUN,TB,96,43.0,20,23,2010,5.5,Raymond James Stadium,Grass,54.0,DET,NNW,15,10
2871,Sunny,SUN,CAR,57,38.0,19,12,2010,2.5,Bank of America ,Grass,42.0,ARI,N,15,6
2872,Partly Cloudy,SUN,BAL,40,44.0,30,24,2010,1.5,M&T Bank Stadium,MomentumTurf,34.0,NO,NNW,15,12
2873,Partly Cloudy,SUN,NYG,58,46.0,31,38,2010,3.0,New Meadowlands Stadium,FieldTurf,33.0,PHI,N,15,6
2874,Sunny,SUN,SEA,\N,46.0,18,34,2010,-6.0,Qwest Field,FieldTurf,45.0,ATL,SSE,15,2
2875,Cloudy,SUN,PIT,62,35.5,17,22,2010,5.5,Heinz Field,Grass,25.0,NYJ,SW,15,9
2876,Rain,SUN,OAK,\N,43.0,39,23,2010,7.0,Oakland-Alemeda County Coliseum,Grass,,DEN,\N,15,\N
2877,Cloudy,SN,NE,\N,45.0,31,27,2010,4.5,Gillette Stadium,FieldTurf,32.0,GB,N,15,8
2878,Snow,MN,MIN,\N,42.0,14,40,2010,1.5,TCF Bank Stadium,FieldTurf,23.0,CHI,ESE,15,17
2879,Cloudy,THU,PIT,70,37.0,27,3,2010,14.5,Heinz Field,Grass,27.0,CAR,NW,16,11
2880,\N,SAT,ARI,30,45.0,27,26,2010,-7.0,University of Phoenix Stadium,Grass,64.0,DAL,ENE,16,7
2881,Cloudy,SUN,BUF,69,44.5,3,34,2010,-8.5,Ralph Wilson Stadium,AstroPlay,22.0,NE,NE,16,16
2882,Flurries,SUN,CHI,85,35.5,38,34,2010,2.5,Soldier Field,Grass,33.0,NYJ,N,16,9
2883,Clear,SUN,CLE,73,40.0,10,20,2010,-3.5,Cleveland Browns Stadium,Grass,26.0,BAL,NE,16,18
2884,Cloudy,SUN,KC,77,42.5,34,14,2010,5.0,Arrowhead Stadium,Grass,19.0,TEN,N,16,7
2885,Dome,SUN,STL,\N,39.5,25,17,2010,2.5,Edward Jones Dome,AstroTurf,,SF,\N,16,\N
2886,Sunny,SUN,MIA,47,41.5,27,34,2010,3.5,Sun Life Stadium,Grass,69.0,DET,WNW,16,22
2887,Cloudy,SUN,TB,56,44.0,38,15,2010,6.5,Raymond James Stadium,Grass,49.0,SEA,NW,16,16
2888,Clear,SUN,JAC,64,46.0,17,20,2010,7.0,EverBank Field,Grass,38.0,WAS,NW,16,24
2889,Sunny,SUN,OAK,65,47.5,26,31,2010,-3.0,Oakland-Alameda County Coliseum,Grass,58.0,IND,SSW,16,5
2890,Partly Cloudy,SUN,DEN,18,49.5,24,23,2010,-3.0,Invesco Field at Mile High,Grass,50.0,HOU,NE,16,7
2891,Partly Cloudy,SUN,GB,74,43.0,45,17,2010,3.0,Lambeau Field,DD GrassMaster,25.0,NYG,E,16,5
2892,Flurries,SN,CIN,62,43.0,34,20,2010,-8.0,Paul Brown Stadium,FieldTurf,29.0,SD,N,16,16
2893,Dome,MN,ATL,\N,49.0,14,17,2010,2.5,Georgia Dome,AstroTurf,,NO,\N,16,\N
2894,Partly Cloudy,TN,PHI,46,39.0,14,24,2010,14.0,Lincoln Financial Field,Grass,32.0,MIN,WSW,16,10
2895,Dome,SUN,ATL,\N,41.0,31,10,2010,14.5,Georgia Dome,AstroTurf,,CAR,\N,17,\N
2896,Sunny,SUN,CLE,51,37.5,9,41,2010,-5.5,Cleveland Browns Stadium,Grass,25.0,PIT,W,17,14
2897,Dome,SUN,DET,\N,42.0,20,13,2010,3.0,Ford Field,FieldTurf,68.0,MIN,\N,17,\N
2898,Clear,SUN,GB,49,41.5,10,3,2010,10.0,Lambeau Field,DD GrassMaster,19.0,CHI,W,17,14
2899,Closed Roof,SUN,IND,\N,48.0,23,20,2010,10.0,Lucas Oil Stadium,AstroTurf,,TEN,\N,17,\N
2900,Sunny,SUN,KC,40,43.5,10,31,2010,3.5,Arrowhead Stadium,Grass,30.0,OAK,SW,17,12
2901,Rain,SUN,NE,91,43.5,38,7,2010,3.5,Gillette Stadium,FieldTurf,47.0,MIA,W,17,5
2902,Rain,SUN,WAS,79,44.5,14,17,2010,-4.0,FedEx Field,Grass,37.0,NYG,N,17,7
2903,Cloudy,SUN,BAL,73,43.0,13,7,2010,9.5,M&T Bank Stadium,MomentumTurf,51.0,CIN,NNW,17,7
2904,Closed Roof,SUN,HOU,\N,49.5,34,17,2010,-2.5,Reliant Stadium,Grass,,JAC,\N,17,\N
2905,Dome,SUN,NO,\N,47.5,13,23,2010,7.5,Louisiana Superdome,MomentumTurf,50.0,TB,\N,17,\N
2906,Cloudy,SUN,NYJ,78,39.5,38,7,2010,1.0,The New Meadowlands Stadium,FieldTurf,48.0,BUF,W,17,5
2907,Rain,SUN,PHI,66,48.0,13,14,2010,12.0,Lincoln Financial Field,Grass,40.0,DAL,WNW,17,10
2908,Cloudy,SUN,SF,85,38.5,38,7,2010,6.0,Candlestick Park,Grass,49.0,ARI,N,17,3
2909,Partly Cloudy,SUN,DEN,22,47.0,28,33,2010,-3.5,Invesco Field at Mile High,Grass,42.0,SD,NE,17,8
2910,Clear,SN,SEA,\N,41.5,16,6,2010,-3.0,Qwest Field,FieldTurf,34.0,STL,NNW,17,4
2911,Cloudy,SAT,SEA,\N,45.0,41,36,2010,-10.0,Qwest Field,FieldTurf,40.0,NO,SSE,18,8
2912,Closed Roof,SAT,IND,\N,44.5,16,17,2010,2.5,Lucas Oil Stadium,AstroTurf,,NYJ,\N,18,\N
2913,Cloudy,SUN,KC,53,40.5,7,30,2010,-3.0,Arrowhead Stadium,Grass,26.0,BAL,E,18,15
2914,Sunny,SUN,PHI,42,46.5,16,21,2010,2.5,Lincoln Financial Field,Grass,30.0,GB,WNW,18,18
2915,Cloudy,SAT,PIT,58,37.0,31,24,2010,3.0,Heinz Field,Grass,36.0,BAL,WSW,19,17
2916,Dome,SAT,ATL,\N,43.5,21,48,2010,1.5,Georgia Dome,AstroTurf,,GB,\N,19,\N
2917,Cloudy,SUN,CHI,55,42.0,35,24,2010,10.0,Soldier Field,Grass,24.0,SEA,WNW,19,4
2918,Clear,SUN,NE,\N,44.5,21,28,2010,9.0,Gillette Stadium,FieldTurf,30.0,NYJ,WNW,19,14
2919,Partly Cloudy,SUN,CHI,34,43.5,14,21,2010,-3.5,Soldier Field,Grass,20.0,GB,SE,20,14
2920,Partly Cloudy,SUN,PIT,44,38.5,24,19,2010,3.5,Heinz Field,Grass,17.0,NYJ,NW,20,10
2921,Closed Roof,SUN,GB,\N,44.5,31,25,2010,2.5,Cowboys Stadium,AstroTurf,,PIT,\N,21,\N
2922,Clear,THU,GB,67,47.0,42,34,2011,4.0,Lambeau Field,DD GrassMaster,68.0,NO,NE,1,5
2923,Partly Cloudy,SUN,CHI,57,40.5,30,12,2011,-3.0,Soldier Field,Grass,76.0,ATL,W,1,7
2924,Closed Roof,SUN,HOU,\N,43.0,34,7,2011,8.5,Reliant Stadium,Grass,,IND,\N,1,\N
2925,Sunny,SUN,KC,65,39.5,7,41,2011,5.5,Arrowhead Stadium,Grass,75.0,BUF,CALM,1,0
2926,Chance Rain,SUN,JAC,52,38.5,16,14,2011,3.0,EverBank Field,Grass,87.0,TEN,SE,1,5
2927,Sunny,SUN,CLE,\N,35.5,17,27,2011,6.5,Cleveland Browns Stadium,Grass,72.0,CIN,VAR,1,9
2928,Dome,SUN,STL,\N,44.0,13,31,2011,-4.5,Edward Jones Dome,AstroTurf,,PHI,\N,1,\N
2929,Partly Cloudy,SUN,BAL,71,36.0,35,7,2011,2.5,M&T Bank Stadium,MomentumTurf,75.0,PIT,NE,1,2
2930,Sunny,SUN,TB,55,41.0,20,27,2011,1.5,Raymond James Stadium,Grass,86.0,DET,WSW,1,6
2931,Sunny,SUN,SD,52,41.5,24,17,2011,9.0,Qualcomm Stadium,Grass,74.0,MIN,NNW,1,7
2932,Sunny,SUN,WAS,38,37.5,28,14,2011,-3.0,FedEx Field,Grass,87.0,NYG,wsw,1,5
2933,Dome,SUN,ARI,\N,37.0,28,21,2011,7.0,University of Phoenix Stadium,Grass,,CAR,\N,1,\N
2934,Cloudy,SUN,SF,63,38.0,33,17,2011,5.5,Candlestick Park,Grass,68.0,SEA,S,1,15
2935,Cloudy,SN,NYJ,89,40.5,27,24,2011,4.0,Metlife Stadium,FieldTurf,70.0,DAL,ESE,1,6
2936,Partly Cloudy,MN,MIA,73,45.5,24,38,2011,-7.0,Sun Life Stadium,Grass,82.0,NE,NE,1,11
2937,Mostly Cloudy,MN,DEN,29,40.0,20,23,2011,3.0,Sports Authority Field at Mile High,Grass,75.0,OAK,NW,1,6
2938,Partly Cloudy,SUN,PIT,59,40.0,24,0,2011,14.0,Heinz Field,Grass,63.0,SEA,ESE,2,12
2939,Sunny,SUN,TEN,54,38.0,26,13,2011,-6.0,LP Field,Grass,76.0,BAL,S,2,11
2940,Clear,SUN,NYJ,71,39.5,32,3,2011,9.0,Metlife Stadium,FieldTurf,66.0,JAC,ENE,2,12
2941,Cloudy,SUN,WAS,71,44.0,22,21,2011,3.5,FedEx Field,Grass,66.0,ARI,ENE,2,7
2942,Sunny,SUN,BUF,47,42.0,38,35,2011,3.0,Ralph Wilson Stadium,A Turf Titan,65.0,OAK,SE,2,5
2943,Dome,SUN,MIN,\N,41.5,20,24,2011,3.0,Mall of America Field at HHH Metrodome,UBU Speed Series S5M,62.0,TB,\N,2,\N
2944,Dome,SUN,NO,\N,47.5,30,13,2011,6.5,Louisiana Superdome,UBU Speed Series S5M,80.0,CHI,\N,2,\N
2945,Cloudy,SUN,CAR,67,45.5,23,30,2011,-10.0,Bank of America Stadium,Grass,64.0,GB,NE,2,11
2946,Closed Roof,SUN,IND,\N,39.5,19,27,2011,-2.0,Lucas Oil Stadium,AstroTurf,,CLE,\N,2,\N
2947,Dome,SUN,DET,\N,45.0,48,3,2011,9.0,Ford Field,FieldTurf,67.0,KC,\N,2,\N
2948,Sunny,SUN,SF,60,42.5,24,27,2011,-3.0,Candlestick Park,Grass,70.0,DAL,NE,2,3
2949,Sunny,SUN,DEN,27,40.0,24,22,2011,3.5,Sports Authority Field at Mile High,Grass,69.0,CIN,NE,2,6
2950,Sunny,SUN,MIA,59,48.0,13,23,2011,-3.0,Sun Life Stadium,Grass,87.0,HOU,ENE,2,15
2951,Partly Cloudy,SUN,NE,\N,53.5,35,21,2011,7.0,Gillette Stadium,FieldTurf,63.0,SD,ENE,2,16
2952,Dome,SN,ATL,\N,49.5,35,31,2011,-2.5,Georgia Dome,FieldTurf,,PHI,\N,2,\N
2953,Clear,MN,NYG,72,44.0,28,16,2011,6.0,MetLife Stadium,FieldTurf,60.0,STL,N,2,6
